Name;Symbol;Start Date;Hist.;Category;Exchange;Market;Currency;Type;Sector;Full Name
MARSEILLE KLINIKEN (XET);D:MKAX;21.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Marseille Kliniken (XETRA)
MARSEILLE-KLINIKEN;D:MKAN;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Marseille-Kliniken
MASCHIN.ESSLINGEN;951199;26.09.1988;1988;Equities;Stuttgart;Germany;Euro;Equity;Real Estate Investment and Services;Maschinen Esslingen
MASSA;741413;24.11.1986;1986;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Massa
MASSA (XET);14642R;01.08.2002;2002;Equities;XETRA;Germany;Euro;Equity;General Retailers;Massa (XETRA)
MATICA TECHNOL (XET);D:MT3X;11.05.2006;2006;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Matica Technol (XETRA)
MATTH HOHNER;D:HOH;26.09.1988;1988;Equities;Stuttgart;Germany;Euro;Equity;Health Care Equipment and Services;Matth Hohner
MAUSER WALDECK;D:MAU;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Household Goods and Home Construction;Mauser Waldeck
MAUSER WALDECK (XET);D:MAUX;25.03.2003;2003;Equities;XETRA;Germany;Euro;Equity;Household Goods and Home Construction;Mauser Waldeck (XETRA)
MAX;D:MA91;26.06.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Max
MAX (XET);D:MA9X;26.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Max (XETRA)
MAXDATA;D:MXA;08.06.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Maxdata
MAXDATA (XET);D:MXAX;11.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Maxdata (XETRA)
MB SOFTWARE;D:MBS;16.11.1998;1998;Equities;Munich;Germany;Euro;Equity;Software and Computer Services;MB Software
MB SOFTWARE (XET);D:MBSX;20.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;MB Software (XETRA)
MCC GLOBAL NV (XET);D:IFQX;20.07.2000;2000;Equities;XETRA;Germany;Euro;Equity;Banks;MCC Global NV (XETRA)
MCI MED.CARE INTL. (XET);D:3MCX;11.09.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);MCI Medical Care International (XETRA)
MCI MEDICAL CARE INTL.;51066M;11.09.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);MCI Medical Care International
MCS MODULARE CMP. (XET) UNDESF.;D:MCOX;12.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;MCS Modulare Computer (XETRA) und Software Systeme
MCS MODULARE CMP.UNDESF.;D:MCO;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;MCS Modulare Computer und Software Systeme
MDB;D:MDB;28.07.1992;1992;Equities;Munich;Germany;Euro;Equity;Construction and Materials;MDB
MDB (XET);D:MDBX;23.04.2002;2002;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;MDB (XETRA)
MEDIA;D:MJA;28.06.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Media
MEDIA (NETCOM);D:MNP;04.07.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Media (Netcom)
MEDIA (NETCOM) (XET);D:MNPX;04.07.2000;2000;Equities;XETRA;Germany;Euro;Equity;Support Services;Media (Netcom) (XETRA)
MEDIA (XET);D:MJAX;28.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Media (XETRA)
MEDIANTIS;D:BDE2;05.07.1999;1999;Equities;Stuttgart;Germany;Euro;Equity;General Retailers;Mediantis
MEDIANTIS (XET);D:BD1X;06.07.1999;1999;Equities;XETRA;Germany;Euro;Equity;General Retailers;Mediantis (XETRA)
MEDIASOURCE (XET);D:MZSX;31.03.2006;2006;Equities;XETRA;Germany;Euro;Equity;Media;Mediasource (XETRA)
MEDISANA;D:MHH;12.06.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Medisana
MEDISANA (XET);D:MHHX;12.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Medisana (XETRA)
MERAVEST CAPITAL (XET);D:AEEX;03.08.2006;2006;Equities;XETRA;Germany;Euro;Equity;Oil and Gas Producers;Meravest Capital (XETRA)
MERCATURA CSMTC. (XET);D:MC9X;06.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Mercatura Cosmetics (XETRA)
MERCURIUS;D:MR8;05.10.2006;2006;Equities;Berlin;Germany;Euro;Equity;Life Insurance;Mercurius
MERCURIUS (XET);D:MR8X;05.10.2006;2006;Equities;XETRA;Germany;Euro;Equity;Life Insurance;Mercurius (XETRA)
MEREO (XET);D:M3WX;20.12.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Mereo (XETRA)
MERGEDMEDIA;D:MMH;29.09.2008;2008;Equities;Hamburg;Germany;Euro;Equity;Software and Computer Services;Mergedmedia
MERGEDMEDIA (XET);D:MMHX;29.09.2008;2008;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Mergedmedia (XETRA)
MERIDIO VRM. (XET);51164M;08.10.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Meridio Vermogensverwaltung (XETRA)
MERRIL LYNCH FIXED INCOM E;D:MERF;27.11.1995;1995;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Merril Lynch Fixed Incom E
MESSERSCHMITT TECH.;695791;12.03.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Messerschmitt Technology
MET(A)BOX;D:MBX;02.01.2004;2004;Equities;Berlin;Germany;Euro;Equity;Technology Hardware and Equipment;Met (A) Box
MET(A)BOX (XET);D:MBXX;08.07.1999;1999;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Met (A) Box (XETRA)
METEOR;D:M2T;02.06.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Meteor
METEOR (XET);D:M2TX;02.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Support Services;Meteor (XETRA)
METO (EUR);W:METE;20.07.1999;1999;Equities;Stockholm;Germany;Euro;Equity;Electronic and Electrical Equipment;Meto (European)
METRIC MOBILITY (XET) SLTN.;D:HWSX;13.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Metric Mobility (XETRA) Solutions
METRIOPHARM;D:MP5N;09.03.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Metriopharm
METRIOPHARM (XET);D:MPNX;09.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Metriopharm (XETRA)
MEXA GOLD;D:FST;22.02.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Mexa Gold
MEXA GOLD (XET);D:FSTX;22.02.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Mexa Gold (XETRA)
MG VERMOEGENSVERW (XET);14649Q;25.03.2003;2003;Equities;XETRA;Germany;Euro;Equity;Industrial Metals and Mining;MG Vermoegensverw (XETRA)
MG VERMOGENSVERWALTUNG;929058;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Metals and Mining;MG Vermogensverwaltung
MGN TECHNOLOGIES (XET);D:M1YX;06.09.2007;2007;Equities;XETRA;Germany;Euro;Equity;Media;MGN Technologies (XETRA)
MHM MODE HDG.MCHN. (XET);D:MHMX;28.09.2001;2001;Equities;XETRA;Germany;Euro;Equity;Personal Goods;MHM Mode Holdings Muenchen (XETRA)
MHM MODE HLDG.MUNCHEN;D:MHM4;12.07.1994;1994;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;MHM Mode Holding Muenchen
MI MEDIA HOLDINGS;D:8MK;23.11.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;MI Media Holdings
MI MEDIA HOLDINGS (XET);D:8MKX;23.11.2009;2009;Equities;XETRA;Germany;Euro;Equity;Media;MI Media Holdings (XETRA)
MICHAEL ZAH VERLAGS;D:ZZS;18.07.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Michael ZAH Verlags
MICHAEL ZAH VERLAGS(XET);D:ZZSX;26.04.2006;2006;Equities;XETRA;Germany;Euro;Equity;Media;Michael ZAH Verlags (XETRA)
MICROLOG LOGISTICS;D:MK4;27.06.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Transportation;Microlog Logistics
MICROLOG LOGISTICS (XET);D:MK4X;27.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Industrial Transportation;Microlog Logistics (XETRA)
MICROLOGICA;D:MLG;18.09.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Micrologica
MICROLOGICA (XET);D:MLGX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Micrologica (XETRA)
MIFA MITLDT.FAHRK.;D:FW1;17.05.2004;2004;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Leisure Goods;Mifa Mitteldeutsche Fahrradwerke
MIFA MITLDT.FAHRK. (XET);D:FW1X;17.05.2004;2004;Equities;XETRA;Germany;Euro;Equity;Leisure Goods;Mifa Mitteldeutsche Fahrradwerke (XETRA)
MILLENNIA RES. (XET);D:3UMX;25.02.2008;2008;Equities;XETRA;Germany;Euro;Equity;Mining;Millennia Resources (XETRA)
MILLENNIA RESOURCES;D:3U@;26.02.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Millennia Resources
MINAYA CAPITAL (XET);D:M7CX;27.10.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Minaya Capital (XETRA)
MINDFIRE REAL EST. (XET);D:M3SX;18.09.2006;2006;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Mindfire Real Estate (XETRA)
MINDFIRE REAL ESTATE;D:M3S;18.09.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Mindfire Real Estate
MINERALBR.UEB. (XET);D:MUTX;18.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Beverages;Mineralbrunnen Ueberkingen (XETRA)
MING LE SPORTS (XET);D:ML2X;05.07.2012;2012;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Ming Le Sports (XETRA)
MIRAMONTE MINING;D:MMD;28.05.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Miramonte Mining
MIRAMONTE MINING (XET);D:MMDX;28.05.2007;2007;Equities;XETRA;Germany;Euro;Equity;Mining;Miramonte Mining (XETRA)
MIS;D:MIX;14.02.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;MIS
MIS (XET);D:MIXX;15.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;MIS (XETRA)
MISTRAL MEDIA;D:SPZI;21.09.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Mistral Media
MISTRAL MEDIA (XET);D:SPZX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Mistral Media (XETRA)
MME MOVIEMENT;D:MME;17.11.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;MME Moviement
MME MOVIEMENT (XET);D:MMEX;17.11.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;MME Moviement (XETRA)
MNZ.AKT.-BIERBRAUEREI;951215;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Beverages;Mainzer Aktieselskab-Bierbrauerei
MOBEL WALTHER;D:MWA;22.04.1994;1994;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Retailers;Mobel Walther
MOBEL WALTHER (XET);D:MWAX;09.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;General Retailers;Mobel Walther (XETRA)
MOBILCOM;D:MOB@;07.03.1997;1997;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mobile Telecommunications;Mobilcom
MOBILCOM (XET);D:MO@X;04.05.1998;1998;Equities;XETRA;Germany;Euro;Equity;Mobile Telecommunications;Mobilcom (XETRA)
MOBILE ASSETS;D:3PD;08.02.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Mobile Assets
MOBILE ASSETS (XET);D:3PDX;01.02.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Mobile Assets (XETRA)
MOBILE FRESHNESS (XET) HOLDING;D:5M1X;06.12.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Mobile Freshness (XETRA) Holding
MOBILE FRESHNESS HOLDING;D:5M1;06.12.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Mobile Freshness Holding
MOENUS (XET) TEXTILMASCHINEN;D:MOEX;16.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Moenus (XETRA) Textilmaschinen
MOENUS TEXTILMASCHINEN;D:MOE;26.09.1988;1988;Equities;Berlin;Germany;Euro;Equity;Industrial Engineering;Moenus Textilmaschinen
MONACHIA;775114;30.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Monachia
MONACHIA (XET);D:MOAX;12.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Monachia (XETRA)
MONINGER HOLDING (XET);D:BMOX;10.03.2000;2000;Equities;XETRA;Germany;Euro;Equity;Beverages;Moninger Holding (XETRA)
MOOD AND MOTION;D:NF7K;21.11.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Mood and Motion
MOOD AND MOTION (XET);D:NF7X;21.11.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Mood and Motion (XETRA)
MOSAIC SOFTWARE;D:MSW;30.06.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Mosaic Software
MOSAIC SOFTWARE (XET);D:MSWX;02.07.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Mosaic Software (XETRA)
MOST WANTED HOLDING;D:MVH;17.07.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Most Wanted Holding
MOST WANTED HOLDING(XET);D:MVHX;17.07.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Most Wanted Holding (XETRA)
MOTION NET.HLDG. (XET);D:HORX;24.07.2007;2007;Equities;XETRA;Germany;Euro;Equity;Media;Motion Network Holding (XETRA)
MOTION NETWORK HOLDING;D:HORA;24.07.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Motion Network Holding
MOTION PLAY;D:M7P;08.07.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Motion Play
MOUNT10 HLDG (XET);D:MNAX;14.05.2001;2001;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;MOUNT10 Holding (XETRA)
MOUNT10 HLDG NM;13894D;14.05.2001;2001;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;MOUNT10 Holding NM
MOUNTAIN SUPER (XET) ANGEL;D:4MSX;17.08.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Mountain Super (XETRA) Angel
MOX DEALS;D:MZS;31.03.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Mox Deals
MOX TELECOM (XET);D:MOTX;05.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Fixed Line Telecommunications;Mox Telecom (XETRA)
MSG LIFE (XET);D:FJHX;21.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;MSG Life (XETRA)
MSH INTL.SERVICES;D:MXS;09.09.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;MSH International Services
MSH INTL.SVS. (XET);D:MXSX;10.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;MSH International Services (XETRA)
MSR TECHNOLOGIES;D:M2J;07.08.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;MSR Technologies
MSR TECHNOLOGIES (XET);D:M2JX;07.08.2007;2007;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;MSR Technologies (XETRA)
MTT.UEBERLANDZENTRALE;775119;28.10.1988;1988;Equities;Stuttgart;Germany;Euro;Equity;Electricity;Mittelschwaebisch Ueberlandzentrale
MUEHL PRODUCT AND (XET) SER.;D:MPSX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Muehl Product and (XETRA) Service
MUEHLE RUENINGEN;951683;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Food Producers;Muehle Rueningen
MUEHLE RUENINGEN (XET);D:MRUX;12.01.2000;2000;Equities;XETRA;Germany;Euro;Equity;Food Producers;Muehle Rueningen (XETRA)
MUELLER-WEINGARTEN;D:MWE;30.09.1988;1988;Equities;Munich;Germany;Euro;Equity;Industrial Engineering;Mueller-Weingarten
MUSICMUSICMUSIC;D:MU5;30.09.1999;1999;Equities;Stuttgart;Germany;Euro;Equity;Media;Musicmusicmusic
MUSICMUSICMUSIC (XET);D:MU5X;27.10.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Musicmusicmusic (XETRA)
MVS MIETE VERTRIEB (XET);D:MVSX;18.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;MVS Miete Vertrieb (XETRA)
MVS MIETE VERTRIEB SER.;D:MVS;30.11.1995;1995;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;MVS Miete Vertrieb Service
MWG-BIOTECH;DE0007300105;06.05.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;MWG-Biotechnology
MWG-BIOTECH (XET);D:NW1X;10.05.1999;1999;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;MWG-Biotechnology (XETRA)
MY HAMMER HL JGE;D:MYRG;02.04.2013;2013;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;My Hammer HL JGE
MY HAMMER HL JGE (XET);88217D;21.03.2013;2013;Equities;XETRA;Germany;Euro;Equity;Unclassified;My Hammer HL JGE (XETRA)
MYCONTRACT24;D:3CO;23.02.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);MYCONTRACT24
MYCONTRACT24 (XET);D:3COX;23.02.2011;2011;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);MYCONTRACT24 (XETRA)
MYGUIDE INTERNET;D:3MYA;26.11.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Myguide Internet
MYGUIDE INTERNET (XET);D:3MYX;26.11.2007;2007;Equities;XETRA;Germany;Euro;Equity;Media;Myguide Internet (XETRA)
MYLOADBASE;D:CLI;13.04.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Myloadbase
MYLOADBASE (XET);D:CLIX;13.04.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Myloadbase (XETRA)
MYPHOTOALBUM (XET);D:FCTX;22.03.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Myphotoalbum (XETRA)
N RUNS;D:NNX;20.12.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;N Runs
N RUNS (XET);D:NNXX;20.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;N Runs (XETRA)
N T W H IMMOBILIENINVEST;D:KHO;02.04.2002;2002;Equities;Stuttgart;Germany;Euro;Equity;Travel and Leisure;N T W H Immobilieninvest
N2 NANOTECH;D:N2Y;29.12.2005;2005;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);N2 Nanotechnologies
N2 NANOTECH (XET);D:N2YX;29.12.2005;2005;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);N2 Nanotechnologies (XETRA)
NAFTOKHIMIK PYY. (XET) REF.;D:N3ZX;24.08.2009;2009;Equities;XETRA;Germany;Euro;Equity;Oil and Gas Producers;Naftokhimik Prykarpattya (XETRA) Refinery
NAFTOKHIMIK PYY.REF.;D:N3ZA;22.07.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Oil and Gas Producers;Naftokhimik Prykarpattya Refinery
NAMEPROTECT;50820D;16.07.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Nameprotect
NANOCRYPT;D:N94;18.06.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;Nanocrypt
NANOCRYPT (XET);D:N94X;18.06.2008;2008;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Nanocrypt (XETRA)
NANOSTRATEGY (XET);D:NSAX;20.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Nanostrategy (XETRA)
NASCACELL TECHNOLOGIES;D:N7C;29.05.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Nascacell Technologies
NASCACELL TECHS. (XET);D:N7CX;29.05.2006;2006;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Nascacell Technologies (XETRA)
NAVIGATOR EQ. (XET);D:UQAX;05.05.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Navigator Equity (XETRA)
NBIC CAPITAL (XET);D:CDZX;03.11.2006;2006;Equities;XETRA;Germany;Euro;Equity;Media;Nbic Capital (XETRA)
NCO VERMOEGENS;D:NCOV;18.06.2001;2001;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;NCO Vermoegens
NDOVASC INC. (BER);D:E8N;25.01.2006;2006;Equities;Berlin;Germany;Euro;Equity;Unclassified;Ndovasc Income (Berlin)
NECKARWERKE STGT. (XET);D:NEWX;05.08.2002;2002;Equities;XETRA;Germany;Euro;Equity;Gas, Water and Multiutilities;Neckarwerke Stuttgart (XETRA)
NECKARWERKE STUTTGART;929126;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Gas, Water and Multiutilities;Neckarwerke Stuttgart
NESCHEN (XET);D:NSNX;30.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Chemicals;Neschen (XETRA)
NESSA INTERNATIONAL;D:NEA;27.11.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Nessa International
NESSA INTL. (XET);D:NEAX;27.11.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Nessa International (XETRA)
NESTLE DEUTSCHLAND;D:NED;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Food Producers;Nestle Deutschland
NET (XET);D:NEKX;17.03.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Net (XETRA)
NET MOBILE;D:N1M;12.07.2005;2005;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mobile Telecommunications;Net Mobile
NET MOBILE (XET);D:N1MX;12.07.2005;2005;Equities;XETRA;Germany;Euro;Equity;Mobile Telecommunications;Net Mobile (XETRA)
NET-M PRIVATBANK 1981;D:BVW;07.04.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Net-M Privatbank 1981
NETLIFE;D:NTF;31.05.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Netlife
NETLIFE (XET);D:NTFX;04.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Netlife (XETRA)
NETSTAR NETWORKS;D:NN5;10.10.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Netstar Networks
NETSTAR NETWORKS (XET);D:NN5X;10.10.2007;2007;Equities;XETRA;Germany;Euro;Equity;Media;Netstar Networks (XETRA)
NEW AFRICAN MINING;D:NWA;02.07.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;New African Mining
NEW AFRICAN MINING (XET);D:NWAX;02.07.2007;2007;Equities;XETRA;Germany;Euro;Equity;Mining;New African Mining (XETRA)
NEW YORK GUMMI (XET);D:NYHX;18.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Chemicals;New York Gummi (XETRA)
NEXT ALTERNATIVE;D:N4H;29.09.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Next Alternative
NEXT ALTERNATIVE (XET);D:N4HX;29.09.2008;2008;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Next Alternative (XETRA)
NEXTALARM;D:NX7;09.03.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Nextalarm
NEXTALARM (XET);D:NX7X;09.03.2011;2011;Equities;XETRA;Germany;Euro;Equity;Support Services;Nextalarm (XETRA)
NEXTEVOLUTION;D:N5E;30.03.2006;2006;Equities;Hamburg;Germany;Euro;Equity;Support Services;Nextevolution
NEXTEVOLUTION (XET);D:N5EX;30.03.2006;2006;Equities;XETRA;Germany;Euro;Equity;Support Services;Nextevolution (XETRA)
NIREK RESOURCES;D:3N6;20.08.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Nirek Resources
NIREK RESOURCES (XET);D:3N6X;20.08.2007;2007;Equities;XETRA;Germany;Euro;Equity;Mining;Nirek Resources (XETRA)
NORD.STEINGUT (XET);D:NSTX;05.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Norddeutsche Steingut (XETRA)
NORDAG;D:DOO1;05.02.1990;1990;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Nordag
NORDAG (XET);D:D01X;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Nordag (XETRA)
NORDDEUTSCHE LANDESBANK AG;86981T;21.03.2012;2012;Equities;Hamburg;Germany;Euro;Equity;Unclassified;Norddeutsche Landesbank AG
NORDLAND ETHANOL (XET) INTL.;D:N2GX;21.06.2007;2007;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Nordland Ethanol (XETRA) International
NORDLAND ETHANOL INTL.;D:N2G;21.06.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Nordland Ethanol International
NORDSTERN LEBENSVER.;950840;01.01.1979;1979;Equities;Duesseldorf;Germany;Euro;Equity;Life Insurance;Nordstern Lebensversicherungs
NORDSTERN VERS.BR.;D:NAV;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Nonlife Insurance;Nordstern Versicherung Bearer
NORDWEST HANDEL (XET);D:NWXX;09.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Support Services;Nordwest Handel (XETRA)
NOVAVISIONS (XET);D:MONX;15.05.2001;2001;Equities;XETRA;Germany;Euro;Equity;Support Services;Novavisions (XETRA)
NOVEMBER;D:NBXB;07.04.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;November
NOVEMBER (XET);D:NBXX;07.04.2000;2000;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;November (XETRA)
