Name;Symbol;Start Date;Hist.;Category;Exchange;Market;Currency;Type;Sector;Full Name
NTT COM SECURITY (XET);D:AANX;29.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;NTT Com Security (XETRA)
NUBECK HOLDING;D:56N1;12.03.2008;2008;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Nubeck Holding
NUBECK HOLDING (XET);D:56NX;27.10.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Nubeck Holding (XETRA)
NUCLETRON ELEC. (XET);D:NUCX;13.03.2006;2006;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Nucletron Electric (XETRA)
NUERNBERGHYP;D:NUE;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Nuernberghyp
NUERNBERGHYP (XET);D:NUEX;18.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Banks;Nuernberghyp (XETRA)
O & K ORENSTEIN & KOPPEL;D:OKO9;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;O&K Orenstein and Koppel
O & K ORENSTEIN (XET);D:OKOX;28.06.2001;2001;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;O&K Orenstein (XETRA)
OAR CONSULTING;D:OAR;17.12.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;OAR Consulting
OAR CONSULTING (XET);D:OARX;26.02.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;OAR Consulting (XETRA)
OBAG;936479;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electricity;Obag
OBAG (XET);D:OBGX;16.11.2001;2001;Equities;XETRA;Germany;Euro;Equity;Electricity;Obag (XETRA)
OCEANICA;D:OCQ;23.07.1991;1991;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Transportation;Oceanica
OCEANICA (XET);D:OCQX;19.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Industrial Transportation;Oceanica (XETRA)
OCM GER REAL ESTATE HLD.;8732XZ;20.01.2014;2014;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;OCM GER Real Estate HLD
OCTAGON ENERGY;D:O7J;21.12.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Octagon Energy
OCTAGON ENERGY (XET);D:O7JX;21.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Octagon Energy (XETRA)
ODEON FILM (XET);D:ODEX;13.04.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Odeon Film (XETRA)
ODEON FILM N;D:ODEN;02.11.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Odeon Film N
OLDENBURGISCHE LB. (XET);D:OLBX;20.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Banks;Oldenburgische Landesbank (XETRA)
OLYMPIA FLEXGROUP;D:AOU;08.09.1998;1998;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Olympia Flexgroup
OLYMPIA FLEXGROUP (XET);D:AOUX;18.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;Olympia Flexgroup (XETRA)
OMIRIS (XET);285580;21.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Omiris (XETRA)
OMNICORDER TECHS. (FRA);28541K;25.02.2004;2004;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Omnicorder Technologies (Frankfurt)
OMNICORDER TECHS. (XET);29318C;27.01.2005;2005;Equities;XETRA;Germany;Euro;Equity;Unclassified;Omnicorder Technologies (XETRA)
OMTV COMMUNICATIONS;D:SZC;06.10.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Food Producers;Omtv Communications
ONCO PETROLEUM;D:3HX;14.08.2009;2009;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Oil and Gas Producers;Onco Petroleum
ONCO PETROLEUM (XET);D:3HXX;05.11.2009;2009;Equities;XETRA;Germany;Euro;Equity;Oil and Gas Producers;Onco Petroleum (XETRA)
ONLINE MARKETING SLTN.;D:OML;15.02.2011;2011;Equities;Berlin;Germany;Euro;Equity;Media;Online Marketing Solutions
ONLINE MKTG.SLTN. (XET);D:OMLX;15.02.2011;2011;Equities;XETRA;Germany;Euro;Equity;Media;Online Marketing Solutions (XETRA)
ONVISTA;D:ONV;25.02.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Onvista
ONVISTA (XET);D:ONVX;28.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Media;Onvista (XETRA)
OPERA ONE;D:OOW;29.03.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Household Goods and Home Construction;Opera One
OPERA ONE (XET);D:OOWX;29.03.2011;2011;Equities;XETRA;Germany;Euro;Equity;Household Goods and Home Construction;Opera One (XETRA)
ORAD HI-TECH SYS.;D:OHT;15.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Technology Hardware and Equipment;Orad Hi-Tech Systems
ORAD HI-TECH SYS. (XET);D:OHTX;17.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Technology Hardware and Equipment;Orad Hi-Tech Systems (XETRA)
ORBIT OFFICE;51332E;22.11.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Orbit Office
ORBIT OFFICE (XET);D:42PX;22.11.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Orbit Office (XETRA)
OREN&KOPPEL (XET);D:OK9X;02.10.2000;2000;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Oren and Koppel (XETRA)
ORIDION SYSTEMS NM;275352;09.09.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Oridion Systems NM
ORIDION SYSTEMS NM (XET);D:OSLX;09.09.1999;1999;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Oridion Systems NM (XETRA)
OTAVI MINEN;936482;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Otavi Minen
OTAVI MINEN (XET);D:0TXX;21.11.2001;2001;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Otavi Minen (XETRA)
OTRS (XET);D:TR8X;26.02.2010;2010;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Otrs (XETRA)
OTTO STUMPF;D:S@U;01.01.1973;1973;Equities;Munich;Germany;Euro;Equity;Real Estate Investment and Services;Otto Stumpf
OTTO STUMPF (XET);D:STUX;25.03.2003;2003;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Otto Stumpf (XETRA)
OUT OF AFRICA;D:KL9;29.03.2007;2007;Equities;Berlin;Germany;Euro;Equity;Household Goods and Home Construction;Out of Africa
OUT OF AFRICA (XET);D:KL9X;29.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Household Goods and Home Construction;Out of Africa (XETRA)
OZICS HOLDINGS;D:OZ9;25.06.2015;2015;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Ozics Holdings
OZICS HOLDINGS (XET);D:OZ9X;20.07.2015;2015;Equities;XETRA;Germany;Euro;Equity;Pharmaceuticals and Biotechnology;Ozics Holdings (XETRA)
P & H LOGISTIK;D:PHN;26.02.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Transportation;P&H Logistik
P & H LOGISTIK (XET);D:P@NX;26.02.2007;2007;Equities;XETRA;Germany;Euro;Equity;Industrial Transportation;P&H Logistik (XETRA)
P & I PSNL.& (XET) INFORMATIK;D:PUIX;08.07.1999;1999;Equities;XETRA;Germany;Euro;Equity;Personal Goods;P&I Personal and (XETRA) Informatik
P & I PSNL.& INFORMATIK;D:PUI;06.07.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Personal Goods;P&I Personal and Informatik
P-D INTERGLAS TECHS(XET);14790L;25.03.2003;2003;Equities;XETRA;Germany;Euro;Equity;Chemicals;P-D Interglas Technologies (XETRA)
P-D INTERGLAS TECHS.;D:ITE1;19.07.1993;1993;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Chemicals;P-D Interglas Technologies
PA POWER AUTOMATION(XET);13680J;16.03.2001;2001;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;PA Power Automation (XETRA)
PACIFIC RET.MRCH. (XET);89009U;10.06.2013;2013;Equities;XETRA;Germany;Euro;Equity;Food and Drug Retailers;Pacific Retail Merchants (XETRA)
PACIFIC RETAIL MRCH.;D:7PR;07.06.2013;2013;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Food and Drug Retailers;Pacific Retail Merchants
PAKETERIA (XET);D:6PKX;20.12.2007;2007;Equities;XETRA;Germany;Euro;Equity;General Retailers;Paketeria (XETRA)
PALLADIUS;D:P8L;15.11.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Palladius
PALLADIUS (XET);D:P8LX;15.11.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Palladius (XETRA)
PAN AMERICAN MINING;D:S7X;06.09.2007;2007;Equities;Berlin;Germany;Euro;Equity;Mining;Pan American Mining
PAN AMERICAN MINING(XET);D:S7XX;06.09.2007;2007;Equities;XETRA;Germany;Euro;Equity;Mining;Pan American Mining (XETRA)
PAP PR.& PARTN. (XET) HLDG.;D:3MEX;22.10.2007;2007;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Pap Property and Participation (XETRA) Holding
PAP PR.& PARTN.HLDG.;51219Q;22.10.2007;2007;Equities;Stuttgart;Germany;Euro;Equity;Health Care Equipment and Services;Pap Property and Participation Holding
PAPIER.WEISS.;D:PAW;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Forestry and Paper;Papierfabrik Weissenstein
PAPIER.WEISS. (XET);D:PAWX;29.01.2003;2003;Equities;XETRA;Germany;Euro;Equity;Forestry and Paper;Papierfabrik Weissenstein (XETRA)
PARK & BELLHEIMER (XET);D:PKBX;07.02.2001;2001;Equities;XETRA;Germany;Euro;Equity;Beverages;Park and Bellheimer (XETRA)
PARKERMEDIA;69050W;22.03.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Parkermedia
PARKERMEDIA (XET);D:6PMX;22.03.2010;2010;Equities;XETRA;Germany;Euro;Equity;Media;Parkermedia (XETRA)
PATRIO PLUS;D:P3P@;20.10.2005;2005;Equities;Berlin;Germany;Euro;Equity;Financial Services (Sector);Patrio Plus
PATRIO PLUS (XET);D:P3PX;21.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Patrio Plus (XETRA)
PATRON MINING;D:3PM;25.10.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Mining;Patron Mining
PATRON MINING (XET);D:3PMX;25.10.2007;2007;Equities;XETRA;Germany;Euro;Equity;Mining;Patron Mining (XETRA)
PAUL HARTMANN (XET);D:PH2X;08.10.2003;2003;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Paul Hartmann (XETRA)
PC-WARE INFO.TECHS.;D:PCW;04.05.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;PC-Ware Information Technologies
PC-WARE INFO.TECHS.(XET);D:PCWX;04.05.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;PC-Ware Information Technologies (XETRA)
PCG PRESIDENT CORP.GP.;DA1CVKP;01.06.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);PCG President Corporation Group
PEACH PROPERTY GP. (XET) (DEUTSCHLAND);D:1PEX;13.11.2012;2012;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Peach Property Group (XETRA) (Deutschland)
PEACHES;D:HYO;01.12.2005;2005;Equities;Berlin;Germany;Euro;Equity;Financial Services (Sector);Peaches
PEACHES (XET);D:HYOX;23.01.2007;2007;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Peaches (XETRA)
PEARL GOLD (XET);D:02PX;21.12.2010;2010;Equities;XETRA;Germany;Euro;Equity;Mining;Pearl Gold (XETRA)
PEGG CAPITAL;D:PGU1;13.05.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Pegg Capital
PEGG CAPITAL (XET);D:PGUX;13.05.2010;2010;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Pegg Capital (XETRA)
PEH WERTPAPIER (XET);D:PEHX;09.07.2001;2001;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Peh Wertpapier (XETRA)
PELLEX BIOENERGIE;D:R8I;02.03.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Oil and Gas Producers;Pellex Bioenergie
PELLEX BIOENERGIE (XET);D:R8IX;02.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Oil and Gas Producers;Pellex Bioenergie (XETRA)
PERI GMBH;50575J;18.05.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Peri GMBH
PETROTEC (XET);D:PT8X;03.11.2006;2006;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Petrotec (XETRA)
PEYTO EXPL CORP;D:PYTX;06.02.2013;2013;Equities;Stuttgart;Germany;Euro;Equity;Unclassified;Peyto Expl Corporation
PFAFF GM;929131;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Pfaff GM
PFAFF GM (XET);688824;16.11.1998;1998;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Pfaff GM (XETRA)
PFAFF INDUSTR. (XET) MASCHIN.;D:P8FX;16.01.2007;2007;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Pfaff Industrie (XETRA) Maschinen
PFAFF INDUSTR.MASCHINEN;D:P8F;16.01.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Industrial Engineering;Pfaff Industrie Maschinen
PFANDFINANZ HOLDING;D:PFNA;19.01.2007;2007;Equities;Berlin;Germany;Euro;Equity;Financial Services (Sector);Pfandfinanz Holding
PFANDFINANZ HOLDING(XET);D:PFNX;20.12.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Pfandfinanz Holding (XETRA)
PFLEIDERER;D:PFD4;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Pfleiderer
PFLEIDERER (XET);D:PFDX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Pfleiderer (XETRA)
PFLEIDERER BAU-UND VERKEHWSSYSTEME AG;27423J;27.08.2003;2003;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Unclassified;Pfleiderer Bau-und Verkehwssysteme AG
PGAM ADVANCED TECHS.;D:PAT@;13.09.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Pgam Advanced Technologies
PGAM ADVD.TECHS. (XET);D:PATX;13.09.2000;2000;Equities;XETRA;Germany;Euro;Equity;Support Services;Pgam Advanced Technologies (XETRA)
PHARMA HDG.JG.;D:PAG1;04.12.1991;1991;Equities;Deutsche Boerse AG;Germany;Euro;Equity;General Industrials;Pharma Holdings Junge
PHENOMEDIA;D:PNM;19.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Phenomedia
PHENOMEDIA (XET);D:PNMX;23.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Phenomedia (XETRA)
PHILIPP HOLZMANN (XET);D:HOZX;08.02.1996;1996;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Philipp Holzmann (XETRA)
PHOENIX;929031;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Phoenix
PHOENIX (XET);D:PHOX;20.02.1998;1998;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Phoenix (XETRA)
PI PORTUGAL IM. (XET);D:6PIX;14.12.2007;2007;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;PI Portugal Immobilien (XETRA)
PI PORTUGAL IMMOBILIEN;D:6PI;14.12.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;PI Portugal Immobilien
PILKINGTON DTL. (XET);D:FDDX;15.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Pilkington Deutschland (XETRA)
PINGUIN HAUSTECHNIK(XET);D:TTBX;23.12.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;Pinguin Haustechnik (XETRA)
PIPER GENV.DTL. (XET);D:PIPX;25.03.2003;2003;Equities;XETRA;Germany;Euro;Equity;Aerospace and Defense;Piper Generalvertretung Deutschland (XETRA)
PIRELLI DEUTSCHLAND;D:VPI;26.09.1988;1988;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Automobiles and Parts;Pirelli Deutschland
PIRELLI DEUTSCHLAND(XET);D:VPIX;21.11.2001;2001;Equities;XETRA;Germany;Euro;Equity;Automobiles and Parts;Pirelli Deutschland (XETRA)
PIRONET NDH (XET);D:PNGX;22.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Pironet NDH (XETRA)
PITTLER MASCHINEN (XET);D:PITX;01.03.2001;2001;Equities;XETRA;Germany;Euro;Equity;Industrial Engineering;Pittler Maschinen (XETRA)
PIXELNET;D:PXN;20.06.2000;2000;Equities;Stuttgart;Germany;Euro;Equity;General Retailers;Pixelnet
PIXELNET (XET);D:PXNX;20.06.2000;2000;Equities;XETRA;Germany;Euro;Equity;General Retailers;Pixelnet (XETRA)
PIXELPARK;D:PXL;01.10.1999;1999;Equities;Munich;Germany;Euro;Equity;Software and Computer Services;Pixelpark
PIXELPARK (XET);D:PX1X;06.10.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Pixelpark (XETRA)
PKV VRM (XET);D:PKIX;28.06.2001;2001;Equities;XETRA;Germany;Euro;Equity;Fixed Line Telecommunications;PKV VRM (XETRA)
PKV VRM.;D:PKI;01.01.1973;1973;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Fixed Line Telecommunications;PKV Vermogensverwaltung
PLANUS;13356P;22.12.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Planus
PLANUS (XET);D:PZTX;16.09.2003;2003;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Planus (XETRA)
PLAUT;D:PUT2;08.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Plaut
PLAUT (XET);D:PT2X;10.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;Plaut (XETRA)
PLAYJACK;D:L8Z;03.07.2007;2007;Equities;Berlin;Germany;Euro;Equity;Travel and Leisure;Playjack
PLAYJACK (XET);D:L8ZX;03.07.2007;2007;Equities;XETRA;Germany;Euro;Equity;Travel and Leisure;Playjack (XETRA)
PLENUM (XET);D:PLAX;12.10.1998;1998;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Plenum (XETRA)
PLETTAC (XET);D:PLTX;29.04.1996;1996;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Plettac (XETRA)
PNE WIND (XET);7018QG;09.03.2016;2016;Equities;XETRA;Germany;Euro;Equity;Electricity;PNE Wind (XETRA)
POET HOLDINGS;D:POXA;15.11.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Poet Holdings
POET HOLDINGS (XET);D:POXX;17.11.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Poet Holdings (XETRA)
POLIS IMMOBILIEN;D:PQL;20.03.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Real Estate Investment and Services;Polis Immobilien
POLIS IMMOBILIEN (XET);D:PQLX;20.03.2007;2007;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Polis Immobilien (XETRA)
PONGS & ZAHN (XET);D:PUZX;18.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Chemicals;Pongs and Zahn (XETRA)
POPNET INTERNET;D:PNZ;01.02.2000;2000;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Popnet Internet
POPNET INTERNET (XET);D:PNZX;02.02.2000;2000;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Popnet Internet (XETRA)
POTRIMPOS CAPITAL;D:POE;25.07.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Financial Services (Sector);Potrimpos Capital
POTRIMPOS CAPITAL (XET);D:POEX;25.07.2011;2011;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Potrimpos Capital (XETRA)
POWERBAGS;D:P9B;14.09.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Alternative Energy;Powerbags
POWERBAGS (XET);D:P9BX;14.09.2006;2006;Equities;XETRA;Germany;Euro;Equity;Alternative Energy;Powerbags (XETRA)
POWERLAND (XET);D:1PLX;08.04.2011;2011;Equities;XETRA;Germany;Euro;Equity;Personal Goods;Powerland (XETRA)
PRA INTL OPER (FRA);D:LR9;21.06.2005;2005;Equities;Munich;Germany;Euro;Equity;Unclassified;PRA International Oper (Frankfurt)
PRAKTIKER (XET);D:PRAX;21.11.2005;2005;Equities;XETRA;Germany;Euro;Equity;General Retailers;Praktiker (XETRA)
PRAKTIKER BAU UND HEIM;301575;22.09.1995;1995;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Construction and Materials;Praktiker Bau und Heim
PRAKTIKER BAU&HEIM (XET);695411;26.03.1999;1999;Equities;XETRA;Germany;Euro;Equity;Construction and Materials;Praktiker Bau and Heim (XETRA)
PREMIER TRADING;D:PWP;01.07.2011;2011;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Premier Trading
PREMIER TRADING (XET);D:PWPX;01.07.2011;2011;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Premier Trading (XETRA)
PRESIDENT (XET);D:PI6X;01.06.2010;2010;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);President (XETRA)
PRICON INVEST;D:BHE;23.09.1988;1988;Equities;Hamburg;Germany;Euro;Equity;Real Estate Investment and Services;Pricon Invest
PRIMACOM;D:PRC;19.02.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Primacom
PRIMACOM (XET);D:PRCX;23.02.1999;1999;Equities;XETRA;Germany;Euro;Equity;Media;Primacom (XETRA)
PRIMAG (XET);D:P9RX;07.07.2006;2006;Equities;XETRA;Germany;Euro;Equity;Real Estate Investment and Services;Primag (XETRA)
PRIME BETEILIG.;50828C;13.07.2007;2007;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Media;Prime Beteiligungen
PRIME BETEILIG. (XET);D:AUNX;13.07.2007;2007;Equities;XETRA;Germany;Euro;Equity;Media;Prime Beteiligungen (XETRA)
PRIME PETROSERVICES;D:PPG;20.08.2009;2009;Equities;Berlin;Germany;Euro;Equity;Unclassified;Prime Petroservices
PRIMION TECHNOLOGY;32798R;10.02.2006;2006;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Electronic and Electrical Equipment;Primion Technology
PRIMION TECHNOLOGY (XET);D:P4TX;10.02.2006;2006;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Primion Technology (XETRA)
PRIOR CAPITAL (XET);D:P1CX;27.06.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Prior Capital (XETRA)
PRIVATE ASSETS (XET);D:LSNX;06.08.2004;2004;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Private Assets (XETRA)
PRIVATE VALUE;270522;10.08.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Private Value
PRIVATE VALUE (XET);D:BLNX;10.03.2000;2000;Equities;XETRA;Germany;Euro;Equity;Support Services;Private Value (XETRA)
PRO FINANCIAL HLD.;D:3PF;04.01.2012;2012;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Banks;Pro Financial HLD
PROCON MULTIMEDIA;D:PMM;06.09.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Support Services;Procon Multimedia
PROCON MULTIMEDIA (XET);D:PMMX;17.12.1999;1999;Equities;XETRA;Germany;Euro;Equity;Support Services;Procon Multimedia (XETRA)
PRODACTA;D:POA;04.06.1999;1999;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Software and Computer Services;Prodacta
PRODACTA (XET);D:POAX;08.06.1999;1999;Equities;XETRA;Germany;Euro;Equity;Software and Computer Services;Prodacta (XETRA)
PROGEO HOLDING (XET);D:POOX;03.11.2003;2003;Equities;XETRA;Germany;Euro;Equity;Electronic and Electrical Equipment;Progeo Holding (XETRA)
PROLIGHT DIAG. (XET);D:3PLX;07.12.2010;2010;Equities;XETRA;Germany;Euro;Equity;Health Care Equipment and Services;Prolight Diagnostics (XETRA)
PROLIGHT DIAGNOSTICS;72865E;07.12.2010;2010;Equities;Deutsche Boerse AG;Germany;Euro;Equity;Health Care Equipment and Services;Prolight Diagnostics
PROSERV CAPITAL (XET);D:PVPX;30.07.2008;2008;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Proserv Capital (XETRA)
PROTEKTUS (XET);D:P8TX;22.02.2006;2006;Equities;XETRA;Germany;Euro;Equity;Financial Services (Sector);Protektus (XETRA)
